id	side_effect
sulfamethoxazole	Travellers diarrhea
sulfamethoxazole	Travellers diarrhea
sulfamethoxazole	Pneumocystis jiroveci pneumonia
sulfasalazine	Rheumatoid Arthritis
sulfasalazine	Ulcerative Colitis
sulfasalazine	Crohn Disease
sulfasalazine	Inflammatory Bowel Diseases
sulfasalazine	Diarrhea
sulfasalazine	Hemorrhage
sulfasalazine	Inflammation
sulfasalazine	Rheumatism
sulfasalazine	Oedema mucosal
sulfasalazine	Proctitis
sulfasalazine	Nausea
sulfasalazine	Vomiting
sulfasalazine	Juvenile arthritis
sulindac	"Arthritis, Gouty"
sulindac	Rheumatoid Arthritis
sulindac	Degenerative polyarthritis
sulindac	Ankylosing spondylitis
sulindac	Chronic pain
sulindac	Low Back Pain
sulindac	Pain
sulindac	Tenosynovitis
sulindac	Supraspinatus tendonitis
sulindac	Subacromial bursitis
sulindac	"Lupus Erythematosus, Systemic"
sulindac	Mixed Connective Tissue Disease
sulindac	Rheumatism
sulindac	Bedridden
sumatriptan	Seizures
sumatriptan	Migraine Disorders
sumatriptan	Aura
sumatriptan	Hemiplegic migraine
sumatriptan	Cluster Headache
sumatriptan	Headache
sumatriptan	Nausea
sumatriptan	Pain
sumatriptan	Photophobia
sumatriptan	Phonophobia
sumatriptan	Heart Diseases
sumatriptan	Hepatic impairment
sumatriptan	Vomiting
sumatriptan	Asthma
sumatriptan	Hypertensive disease
sumatriptan	Basilar-Type Migraine
sumatriptan	Acute migraine
tacrolimus	Graft Rejection
tacrolimus	"Dermatitis, Atopic"
tacrolimus	Arthralgia
tacrolimus	Arthritis
tacrolimus	Malignant Neoplasms
tacrolimus	Communicable Diseases
tacrolimus	Diabetes Mellitus
tacrolimus	Encephalomyelitis
tacrolimus	Fasting
tacrolimus	Graft-vs-Host Disease
tacrolimus	Hypercholesterolemia
tacrolimus	Hyperlipidemia
tacrolimus	Delayed Hypersensitivity
tacrolimus	Hypertensive disease
tacrolimus	Immunity
tacrolimus	Lymphoma
tacrolimus	Lymphoproliferative Disorders
tacrolimus	Pain
tacrolimus	Diastasis
tacrolimus	Swelling
tacrolimus	Liver Dysfunction
tacrolimus	Joint swelling
tacrolimus	Infection susceptibility increased
tacrolimus	Joint tenderness
tacrolimus	Graft loss
tacrolimus	Hepatic impairment
tacrolimus	Hepatitis C positive
tacrolimus	Graft failure
tacrolimus	Hepatic Insufficiency
tacrolimus	Renal Insufficiency
tacrolimus	Rheumatoid Arthritis
tacrolimus	Immunocompromised Host
tacrolimus	Sensitisation
tacrolimus	"Diabetes Mellitus, Insulin-Dependent"
tacrolimus	"Diabetes Mellitus, Non-Insulin-Dependent"
tacrolimus	Renal transplant rejection
tacrolimus	Liver transplant rejection
tadalafil	Erectile dysfunction
tadalafil	Benign Prostatic Hyperplasia
tadalafil	Hypertensive disease
tadalafil	Idiopathic pulmonary hypertension
tadalafil	Collagen-vascular disease
tadalafil	Diabetes Mellitus
tadalafil	Connective Tissue Diseases
tamoxifen	Malignant neoplasm of breast
tamoxifen	Bone cancer metastatic
tamoxifen	Advanced breast cancer
tamoxifen	Brain Neoplasms
tamoxifen	Malignant Neoplasms
tamoxifen	Carcinoid Tumor
tamoxifen	melanoma
tamoxifen	Thrombocytopenia
tamoxifen	Malignant neoplasm of pancreas
tamoxifen	Endometrial Carcinoma
tamoxifen	Thromboembolic event
tamoxifen	Sarcoma
tamoxifen	Adenocarcinoma
tamoxifen	Neoplasms
tamoxifen	Pulmonary Embolism
tamoxifen	Cerebrovascular accident
tamoxifen	Deep Vein Thrombosis
tamoxifen	Soft tissue disorder
tamoxifen	Carcinoma breast stage IV
tamoxifen	Bone pain
tamoxifen	Noninfiltrating Intraductal Carcinoma
tamoxifen	Hyperplasia
tamoxifen	Menarche
tamoxifen	Lobular carcinoma in situ of breast
tamoxifen	Invasive Breast Carcinoma
tamoxifen	Contralateral breast cancer
tamoxifen	Node-positive breast cancer
tamoxifen	Node-negative breast cancer
tamoxifen	McCune-Albright Syndrome
tamsulosin	Benign Prostatic Hyperplasia
tamsulosin	Lower Urinary Tract Symptoms
tazarotene	Plaque psoriasis
tazarotene	Acne Vulgaris
tazarotene	Psoriasis
tazarotene	Actinic keratosis
tazarotene	Lentigo
tazarotene	Skin Neoplasms
tazarotene	Skin Wrinkling
tazarotene	Hutchinsons Melanotic Freckle
tazarotene	Hutchinsons Melanotic Freckle
tazarotene	Hypopigmentation disorder
tazarotene	Solar elastosis
tegaserod	Constipation
tegaserod	Irritable Bowel Syndrome
tegaserod	Chronic idiopathic constipation
telithromycin	Communicable Diseases
telithromycin	Pharyngitis
telithromycin	Tonsillitis
telithromycin	Acute sinusitis
telithromycin	Community acquired pneumonia
telithromycin	Acute exacerbation of chronic bronchitis
telmisartan	Cardiovascular Diseases
telmisartan	Coronary heart disease
telmisartan	"Diabetes Mellitus, Non-Insulin-Dependent"
telmisartan	Hypertensive disease
telmisartan	Cerebrovascular accident
telmisartan	Essential Hypertension
telmisartan	Diabetic
telmisartan	Hypertensive (finding)
telmisartan	Peripheral Arterial Diseases
telmisartan	Transient Ischemic Attack
telmisartan	Diabetes Mellitus
telmisartan	Coronary Artery Disease
telmisartan	Coughing
telmisartan	Myocardial Infarction
telmisartan	Angina Pectoris
telmisartan	Diabetic Nephropathy
telmisartan	Heart failure
telmisartan	Hyperlipidemia
telmisartan	Hypotension
temazepam	Sleeplessness
temazepam	Early Awakening
temozolomide	Glioma
temozolomide	Anaplastic astrocytoma
temozolomide	Malignant Glioma
temozolomide	Glioblastoma Multiforme
temozolomide	melanoma
temozolomide	Metastatic melanoma
temozolomide	Metastatic malignant melanoma
temozolomide	Astrocytoma
temozolomide	Glioblastoma
temozolomide	Neoplasms
temozolomide	Metastatic malignant neoplasm to brain
temozolomide	Malignant Neoplasms
temozolomide	Disease Progression
temsirolimus	"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
temsirolimus	Renal Cell Carcinoma
temsirolimus	Mantle cell lymphoma refractory
tenofovir	Renal Insufficiency
tenofovir	Communicable Diseases
tenofovir	Virus Diseases
tenofovir	Hepatitis B e antigen positive
tenofovir	"Hepatitis B, Chronic"
tenofovir	Cross resistance
tenofovir	Liver diseases
tenoxicam	Rheumatoid Arthritis
tenoxicam	Bursitis
tenoxicam	Arthropathy
tenoxicam	Degenerative polyarthritis
tenoxicam	"Pain, Postoperative"
tenoxicam	Periarthritis
tenoxicam	Reflex Sympathetic Dystrophy
tenoxicam	Ankylosing spondylitis
tenoxicam	Sprain
tenoxicam	Tendinitis
tenoxicam	Vasculitis
tenoxicam	Primary dysmenorrhea
tenoxicam	Gout acute
terazosin	Hypertensive disease
terazosin	Benign Prostatic Hyperplasia
terazosin	Urinary Bladder Calculi (disorder)
terazosin	Neurogenic Urinary Bladder
terazosin	Diabetes Mellitus
terazosin	Urinary tract obstruction
terazosin	Parkinsonian Disorders
terazosin	Stenosis of bladder neck
terazosin	Bladder neck stricture
terazosin	Hypertensive (finding)
terazosin	Peak flow
terazosin	Drug Interactions
terazosin	Diuresis
terbinafine	Communicable Diseases
terbinafine	Tinea
terbinafine	Tinea corporis (disorder)
terbinafine	Tinea Pedis
terbinafine	Onychomycosis
terbinafine	Tinea cruris
terbinafine	Dermatomycoses
terbinafine	"Skin Diseases, Infectious"
terbinafine	Tinea Versicolor
terbinafine	Pityriasis
terbinafine	Yeast infection
terbutaline	Asthma
terbutaline	Bronchial Spasm
terbutaline	Bronchitis
terbutaline	Pulmonary Emphysema
terconazole	Candidiasis
terconazole	"Candidiasis, Vulvovaginal"
terconazole	Vulvovaginitis
testosterone	Hypoactive Sexual Desire Disorder
testosterone	Menopause
testosterone	Testosterone deficiency
testosterone	Hypogonadism
testosterone	Prostatic specific antigen increased
testosterone	Sore to touch
testosterone	Azoospermia
testosterone	Hypogonadotropic hypogonadism
testosterone	Cryptorchidism
testosterone	Klinefelter Syndrome
testosterone	Neoplasms
testosterone	Orchitis
testosterone	Wounds and Injuries
testosterone	Testicular hypogonadism
testosterone	Serum testosterone decreased
testosterone	Primary hypogonadism
testosterone	Gamma-glutamyltransferase increased
testosterone	Hematocrit increased
testosterone	Decreased Libido
testosterone	Fatigue
testosterone	Pruritus
testosterone	Skin irritation
testosterone	Erectile dysfunction
testosterone	Redness
testosterone	Depressed mood
testosterone	Malignant neoplasm of breast
testosterone	Puberty
testosterone	Delayed Puberty
testosterone	Prostatomegaly
testosterone	Erythema
testosterone	Dry skin
testosterone	Application site irritation
testosterone	Application site erythema
testosterone	Dermatitis
testosterone	Contact Dermatitis
testosterone	anaphylaxis
testosterone	Pulmonary oil microembolism
testosterone	Serum testosterone increased
tetrabenazine	Chorea
tetrabenazine	Huntington Disease
tetrabenazine	Movement Disorders
tetrabenazine	Hemiballismus
tetrabenazine	Tardive Dyskinesia
tetracycline	Communicable Diseases
tetracycline	Amebic colitis
tetracycline	Trachoma
tetracycline	Actinomycosis
tetracycline	Anthrax disease
tetracycline	Bartonella Infections
tetracycline	Brucellosis
tetracycline	Chancroids
tetracycline	Cholera
tetracycline	Inclusion conjunctivitis
tetracycline	Necrotizing Ulcerative Gingivitis
tetracycline	Granuloma
tetracycline	Lymphogranuloma Venereum
tetracycline	Psittacosis
tetracycline	Q Fever
tetracycline	Relapsing Fever
tetracycline	Rickettsialpox
tetracycline	Rocky Mountain Spotted Fever
tetracycline	Staphylococcal Infections
tetracycline	Syphilis
tetracycline	Tularemia
tetracycline	TYPHUS
tetracycline	Upper Respiratory Infections
tetracycline	Urinary tract infection
tetracycline	Yaws
tetracycline	Lower respiratory tract infection
tetracycline	Soft Tissue Infections
tetracycline	Enteric campylobacteriosis
tetracycline	Renal Insufficiency
thalidomide	Multiple Myeloma
thalidomide	Pregnancy
thalidomide	Erythema nodosum leprosum
thalidomide	Renal Cell Carcinoma
thalidomide	Graft-vs-Host Disease
thalidomide	melanoma
thalidomide	Dysmyelopoietic Syndromes
thalidomide	Malignant neoplasm of prostate
theophylline	Asthma
theophylline	Bronchial Spasm
theophylline	"Bronchitis, Chronic"
theophylline	Pulmonary Emphysema
theophylline	Lung diseases
theophylline	Asthma chronic
theophylline	Hyperthyroidism
theophylline	Chronic Obstructive Airway Disease
thiamine	Ataxia
thiamine	Beriberi
thiamine	Comatose
thiamine	Edema
thiamine	Fever
thiamine	Heart failure
thiamine	Hyperthyroidism
thiamine	Intestinal Diseases
thiamine	Liver diseases
thiamine	Nystagmus
thiamine	Ophthalmoplegia
thiamine	Peripheral Neuropathy
thiamine	Thiamine Deficiency
thiamine	Wernicke Encephalopathy
thiamine	Encephalopathies
thiamine	Mental deterioration
thiamine	Chronic fever
thiamine	Anorexia
thiamine	Cardiovascular Diseases
thiamine	Malabsorption Syndrome
thiamine	Nausea
thiamine	Neuritis
thiamine	Vomiting
thiotepa	Neoplasms
thiotepa	Malignant Neoplasms
thiotepa	Meningeal Neoplasms
thiothixene	Mental Retardation
thiothixene	Schizophrenia
thymidine	Fibrosis
thymidine	Inflammation
thymidine	Liver diseases
thymidine	Alanine aminotransferase increased
thymidine	"Hepatitis B, Chronic"
thymidine	Communicable Diseases
thymidine	Hepatitis C
thymidine	Hepatitis B e antigen positive
thymidine	Hepatitis B
thymidine	Virus Diseases
tiagabine	Epilepsy
tiagabine	"Seizures, Focal"
tiagabine	Seizures
tiagabine	Electroencephalogram abnormal
tiagabine	Drug Interactions
tibolone	Malignant neoplasm of breast
tibolone	Cardiovascular Diseases
tibolone	Osteoporotic Fractures
tibolone	Surgical menopause
tibolone	Menopause
tibolone	Oestrogen deficiency
ticlopidine	Agranulocytosis
ticlopidine	Aplastic Anemia
ticlopidine	Hematological Disease
ticlopidine	Neutropenia
ticlopidine	"Purpura, Thrombotic Thrombocytopenic"
ticlopidine	Cerebrovascular accident
ticlopidine	Thrombosis
tigecycline	Communicable Diseases
tigecycline	Soft Tissue Infections
tigecycline	Diabetic foot infection
tigecycline	Intraabdominal Infections
tigecycline	Pressure Ulcer
tigecycline	Immunocompromised Host
tigecycline	Necrotizing fasciitis
tigecycline	Community acquired pneumonia
tigecycline	Bacteremia
tigecycline	"Pneumonia, Bacterial"
tigecycline	Diabetes Mellitus
timolol	Glaucoma
timolol	Ocular Hypertension
timolol	"Glaucoma, Primary Open Angle"
timolol	Chronic open angle glaucoma
timolol	"Glaucoma, Open-Angle"
timolol	Diabetic
timolol	Angina Pectoris
timolol	Atrial Fibrillation
timolol	Cardiac Flutter
timolol	Essential Hypertension
timolol	Myocardial Ischemia
timolol	Hyperkinetic Heart Syndrome
timolol	Migraine with Typical Aura
timolol	Hypertensive disease
timolol	Myocardial Infarction
timolol	Migraine Disorders
timolol	Hypertensive (finding)
tiotropium	Atrial Fibrillation
tiotropium	Bronchial Spasm
tiotropium	"Bronchitis, Chronic"
tiotropium	Dyspnea
tiotropium	Heart Diseases
tiotropium	Heart failure
tiotropium	Chronic Obstructive Airway Disease
tiotropium	Myocardial Infarction
tiotropium	Pulmonary Emphysema
tiotropium	Myocardial Ischemia
tiotropium	Function kidney decreased
tiotropium	Breast Feeding
tiotropium	Angle Closure Glaucoma
tiotropium	Difficulty passing urine
tiotropium	Prostatomegaly
tipranavir	Acquired Immunodeficiency Syndrome
tipranavir	Drug Interactions
tirofiban	"Angina, Unstable"
tirofiban	Diabetes Mellitus
tirofiban	Myocardial Infarction
tirofiban	Ischemia
tirofiban	Acute Coronary Syndrome
tirofiban	Thrombocytopenia
tizanidine	Muscle Spasticity
tizanidine	Multiple Sclerosis
tizanidine	Spinal Cord Injuries
tobramycin	Communicable Diseases
tobramycin	Cystic Fibrosis
tobramycin	Lung infection
tobramycin	Bronchopneumonia
tobramycin	Central Nervous System Infection
tobramycin	Cystitis
tobramycin	Meningitis
tobramycin	Myasthenia Gravis
tobramycin	Peritonitis
tobramycin	Pneumonia
tobramycin	Pyelonephritis
tobramycin	Septicemia
tobramycin	Staphylococcal Infections
tobramycin	Urinary tract infection
tobramycin	Acute bronchitis
tobramycin	Lower respiratory tract infection
tobramycin	Recurrent urinary tract infection
tobramycin	Sepsis neonatal
tobramycin	Gastrointestinal infection
tobramycin	Renal Insufficiency
tobramycin	Respiratory Tract Infections
tobramycin	Soft Tissue Infections
tobramycin	Bacterial Infections
tobramycin	Nephrotoxicity
tobramycin	Intraabdominal Infections
tobramycin	hearing impairment
tolbutamide	Diabetes Mellitus
tolbutamide	"Diabetes Mellitus, Non-Insulin-Dependent"
tolbutamide	Hyperglycemia
tolbutamide	Obesity
tolbutamide	Body Weight decreased
tolbutamide	Diabetic
tolbutamide	Blood glucose decreased
tolcapone	Parkinson Disease
tolterodine	Increased frequency of micturition
tolterodine	Urge Incontinence
tolterodine	Overactive Bladder
tolterodine	Dementia
topiramate	Epilepsy
topiramate	Seizures
topiramate	Migraine Disorders
topiramate	Lennox-Gastaut syndrome
topiramate	Drop Attack
topiramate	Tonic - clonic seizures
topiramate	Bipolar Disorder
topiramate	Cluster Headache
topiramate	Headache
topiramate	Transformed migraine
topiramate	"Kidney Failure, Chronic"
topiramate	Nephrolithiasis
topiramate	Drug Interactions
topiramate	Renal Insufficiency
topiramate	Liver diseases
topiramate	Pharmacokinetic interaction
topiramate	Tonic-Clonic Epilepsy
topiramate	Fatigue
topiramate	Nervousness
topiramate	Unable to concentrate
topiramate	Hypersensitivity
topiramate	"Epilepsies, Partial"
topotecan	Small cell carcinoma of lung
topotecan	Ovarian epithelial cancer recurrent
topotecan	Small cell lung cancer recurrent
topotecan	Cervix carcinoma
topotecan	Metastatic Carcinoma
topotecan	Ovarian Carcinoma
topotecan	Malignant Neoplasms
topotecan	Glioma
topotecan	leukemia
topotecan	Multiple Myeloma
topotecan	Dysmyelopoietic Syndromes
topotecan	Neuroblastoma
topotecan	Retinoblastoma
topotecan	Rhabdomyosarcoma
topotecan	Malignant neoplasm of pancreas
topotecan	Carcinoma of lung
topotecan	Sarcoma
topotecan	Malignant neoplasm of ovary
topotecan	Stage IV Ovarian Carcinoma
topotecan	Malignant neoplasm of lung
topotecan	Non-Small Cell Lung Carcinoma
torasemide	Diuresis
torasemide	Edema
torasemide	Congestive heart failure
torasemide	Hypertensive disease
torasemide	Kidney Diseases
torasemide	"Kidney Failure, Chronic"
torasemide	Liver diseases
torasemide	Renal Insufficiency
toremifene	Bone cancer metastatic
toremifene	Carcinoma breast stage IV
toremifene	Neoplasms
tramadol	Pain
tramadol	Low Back Pain
tramadol	Degenerative polyarthritis
tramadol	Chronic pain
tramadol	Acute onset pain
tramadol	"Pain, Postoperative"
trandolapril	Hypertensive disease
trandolapril	"Hypertension, Renovascular"
trandolapril	Myocardial Infarction
trandolapril	Acute myocardial infarction
trandolapril	"Ventricular Dysfunction, Left"
trandolapril	Heart Diseases
