name1,name2,,,,
Terbinafine,Ketoconazole,12499177,http://www.ncbi.nlm.nih.gov/pubmed/12499177,"Meletiadis J., Mouton J.W., Meis J., Verweij P.E. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedospotium prolificans isolates. Antimicrobial Agents and Chemotherapy 47:106-117. DOI: 10.1128/aac.47.1.106-117.2003.",
Terbinafine,Miconazole,17332758,http://www.ncbi.nlm.nih.gov/pubmed/17332758,"Lehar J., Zimmermann G.R., Krueger A.S., Molnar R.A., Ledell J.T., Heilbut A.M., Short G.F., Giusti L.C., Nolan G.P., Magid O.A., Lee M.S., Borisy A.A., Stockwell B.R., Keith C.T. (2007) Chemical combination effects predict connectivity in biological systems. Molecular Systems Biology 3. DOI: 10.1038/msb4100116.",
Terbinafine,Voriconazole,12499177,http://www.ncbi.nlm.nih.gov/pubmed/12499177,"Meletiadis J., Mouton J.W., Meis J., Verweij P.E. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedospotium prolificans isolates. Antimicrobial Agents and Chemotherapy 47:106-117. DOI: 10.1128/aac.47.1.106-117.2003.",
Terbinafine,6-amino-2-n-pentylthiobenzothiazole,10854813,http://www.ncbi.nlm.nih.gov/pubmed/10854813,"Mï¿½ï¿½ckovï¿½ï¿½ M, Bujdï¿½ï¿½kovï¿½ï¿½ H, Kuchta T. (2000) Synergy between 6-amino-2-n-pentylthiobenzothiazole and ergosterol biosynthesis-inhibiting antimycotics against Candida albicans in vitro. Int J Antimicrob Agents. 15(2):153-4.",
Terbinafine,Albaconazole,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Terbinafine,Amphotericin B,12121963,http://www.ncbi.nlm.nih.gov/pubmed/ 12121963,"Dannaoui E, Afeltra J, Meis JF, Verweij PE; Eurofung Network. (2002) In vitro susceptibilities of zygomycetes to combinations of antimicrobial agents. Antimicrob Agents Chemother. 46(8):2708-11.",
Terbinafine,Caspofungin,15120736,http://www.ncbi.nlm.nih.gov/pubmed/ 15120736,"Gil-Lamaignere C, Mï¿½ï¿½ller FM. (2004) Differential effects of the combination of caspofungin andagainst Candida albicans, Candida dubliniensis and Candida kefyr. Int J Antimicrob Agents. 23(5):520-3.",
Terbinafine,Caspofungin,19289531,http://www.ncbi.nlm.nih.gov/pubmed/ 19289531,"Cavalheiro AS, Maboni G, de Azevedo MI, Argenta JS, Pereira DI, Spader TB, Alves SH, Santurio JM. (2009) In Vitro activity ofcombined with caspofungin and azoles against Pythium insidiosum. Antimicrob Agents Chemother. 53(5):2136-8.",
Terbinafine,Fluconazole,19289531,http://www.ncbi.nlm.nih.gov/pubmed/ 19289531,"Cavalheiro AS, Maboni G, de Azevedo MI, Argenta JS, Pereira DI, Spader TB, Alves SH, Santurio JM. (2009) In Vitro activity ofcombined with caspofungin and azoles against Pythium insidiosum. Antimicrob Agents Chemother. 53(5):2136-8.",
Terbinafine,Itraconazole,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Terbinafine,Itraconazole,18054469,http://www.ncbi.nlm.nih.gov/pubmed/ 18054469,"Cï¿½ï¿½rdoba S, Rodero L, Vivot W, Abrantes R, Davel G, Vitale RG.. (2008) In vitro interactions of antifungal agents against clinical isolates of Fusarium spp. Int J Antimicrob Agents. Feb;31(2):171-4.",
Terbinafine,Itraconazole,12663160,http://www.ncbi.nlm.nih.gov/pubmed/12663160,"Dunn JJ, Billetdeaux E, Skodack-Jones L, Carroll KC. (2003) Evaluation of three Copan viral transport systems for the recovery of cultivatable, clinical virus isolates. Diagn Microbiol Infect Dis. 45(3):191-7.",
Terbinafine,Itraconazole,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles withagainst clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Terbinafine,Itraconazole,10639389,http://www.ncbi.nlm.nih.gov/pubmed/ 10639389,"Meletiadis J, Mouton JW, Rodriguez-Tudela JL, Meis JF, Verweij PE. (2000) In vitro interaction ofwith itraconazole against clinical isolates of Scedosporium prolificans. Antimicrob Agents Chemother. 44(2):470-2.",
Terbinafine,Itraconazole,11850251,http://www.ncbi.nlm.nih.gov/pubmed/11850251,"Te Dorsthorst DT, Verweij PE, Meis JF, Punt NC, Mouton JW. (2002) Comparison of fractional inhibitory concentration index with response surface modeling for characterization of in vitro interaction of antifungals against itraconazole-susceptible and -resistant Aspergillus fumigatus isolates. Antimicrob Agents Chemother. 46(3):702-7.",
Terbinafine,miconazole,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles withagainst clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Terbinafine,Posaconazole,16723597,http://www.ncbi.nlm.nih.gov/pubmed/16723597,"Cuenca-Estrella M, Gomez-Lopez A, Buitrago MJ, Mellado E, Garcia-Effron G, Rodriguez-Tudela JL. (2006) In vitro activities of 10 combinations of antifungal agents against the multiresistant pathogen Scopulariopsis brevicaulis. Antimicrob Agents Chemother. 50(6):2248-50.",
Terbinafine,Ravuconazole,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Terbinafine,Ravuconazole,14761725,http://www.ncbi.nlm.nih.gov/pubmed/ 14761725,"Ortoneda M, Capilla J, Javier Pastor F, Pujol I, Guarro J. (2004) In vitro interactions of licensed and novel antifungal drugs against Fusarium spp. Diagn Microbiol Infect Dis. 48(1):69-71.",
Terbinafine,Voriconazole,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Terbinafine,Voriconazole,14761725,http://www.ncbi.nlm.nih.gov/pubmed/ 14761725,"Ortoneda M, Capilla J, Javier Pastor F, Pujol I, Guarro J. (2004) In vitro interactions of licensed and novel antifungal drugs against Fusarium spp. Diagn Microbiol Infect Dis. 48(1):69-71.",
Terbinafine,Voriconazole,12121963,http://www.ncbi.nlm.nih.gov/pubmed/ 12121963,"Dannaoui E, Afeltra J, Meis JF, Verweij PE; Eurofung Network. (2002) In vitro susceptibilities of zygomycetes to combinations of antimicrobial agents. Antimicrob Agents Chemother. 46(8):2708-11.",
Terbinafine,Voriconazole,18054469,http://www.ncbi.nlm.nih.gov/pubmed/ 18054469,"Cï¿½ï¿½rdoba S, Rodero L, Vivot W, Abrantes R, Davel G, Vitale RG.. (2008) In vitro interactions of antifungal agents against clinical isolates of Fusarium spp. Int J Antimicrob Agents. Feb;31(2):171-4.",
Terbinafine,Voriconazole,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles withagainst clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Tetracycline,Amphotericin B,18310042,http://www.ncbi.nlm.nih.gov/pubmed/18310042,"Oliver B.G., Silver P.M., Marie C., Hoot S.J., Leyde S.E., White T.C. (2008) Tetracycline alters drug susceptibility in Candida albicans and other pathogenic fungi. Microbiology-Sgm 154:960-970.",
trimethoprim,Atovaquone,9021174,http://www.ncbi.nlm.nih.gov/pubmed/ 9021174,"Walzer PD, Runck J, Orr S, Foy J, Steele P, White M. (1997) Clinically used antimicrobial drugs against experimental pneumocystosis, singly and in combination: analysis of drug interactions and efficacies. Antimicrob Agents Chemother. 41(2):242-50.",
Tunicamycin,Cyclosporine A,20029371,http://www.ncbi.nlm.nih.gov/pubmed/20029371,"Jansen G., Lee A.Y., Epp E., Fredette A., Surprenant J., Harcus D., Scott M., Tan E., Nishimura T., Whiteway M., Hallett M., Thomas D.Y. (2009) Chemogenomic profiling predicts antifungal synergies. Molecular Systems Biology 5. DOI: 10.1038/msb.2009.95.",
Tunicamycin,FK506,20029371,http://www.ncbi.nlm.nih.gov/pubmed/20029371,"Jansen G., Lee A.Y., Epp E., Fredette A., Surprenant J., Harcus D., Scott M., Tan E., Nishimura T., Whiteway M., Hallett M., Thomas D.Y. (2009) Chemogenomic profiling predicts antifungal synergies. Molecular Systems Biology 5. DOI: 10.1038/msb.2009.95.",
Voriconazole,Amiodarone,18006280,http://www.ncbi.nlm.nih.gov/pubmed/ 18006280,"Guo Q, Sun S, Li Y, Yu J, Shi C. (2008) In vitro interactions between azoles and amiodarone against clinical Candida albicans. Int J Antimicrob Agents. 31(1):88-90.",
Voriconazole,Amphotericin B,20202797,http://www.ncbi.nlm.nih.gov/pubmed/ 20202797,"Li H, Lu Q, Wan Z, Zhang J. (2010) In vitro combined activity of amphotericin B, caspofungin andagainst clinical isolates of Trichosporon asahii. Int J Antimicrob Agents. 35(6):550-2.",
Voriconazole,Amphotericin B,18054469,http://www.ncbi.nlm.nih.gov/pubmed/ 18054469,"Cï¿½ï¿½rdoba S, Rodero L, Vivot W, Abrantes R, Davel G, Vitale RG.. (2008) In vitro interactions of antifungal agents against clinical isolates of Fusarium spp. Int J Antimicrob Agents. 31(2):171-4.",
Voriconazole,Anidulafungin,19995928,http://www.ncbi.nlm.nih.gov/pubmed/ 19995928,"Meletiadis J, Pournaras S, Roilides E, Walsh TJ. (2010) Defining fractional inhibitory concentration index cutoffs for additive interactions based on self-drug additive combinations, Monte Carlo simulation analysis, and in vitro-in vivo correlation data for antifungal drug combinations against Aspergillus fumigatus. Antimicrob Agents Chemother. 54(2):602-9.",
Voriconazole,Anidulafungin,16048988,http://www.ncbi.nlm.nih.gov/pubmed/16048988,"Philip A, Odabasi Z, Rodriguez J, Paetznick VL, Chen E, Rex JH, Ostrosky-Zeichner L. (2005) In vitro synergy testing of anidulafungin with itraconazole, voriconazole, and amphotericin B against Aspergillus spp. and Fusarium spp. Antimicrob Agents Chemother. 49(8):3572-4.",
Voriconazole,Anidulafungin,19307368,http://www.ncbi.nlm.nih.gov/pubmed/19307368,"Petraitis V, Petraitiene R, Hope WW, Meletiadis J, Mickiene D, Hughes JE, Cotton MP, Stergiopoulou T, Kasai M, Francesconi A, Schaufele RL, Sein T, Avila NA, Bacher J, Walsh TJ. (2009) Combination therapy in treatment of experimental pulmonary aspergillosis: in vitro and in vivo correlations of the concentration- and dose- dependent interactions between anidulafungin andby Bliss independence drug interaction analysis. Antimicrob Agents Chemother. 53(6):2382-91.",
Voriconazole,Caspofungin,18299413,http://www.ncbi.nlm.nih.gov/pubmed/ 18299413,"Stergiopoulou T, Meletiadis J, Sein T, Papaioannidou P, Tsiouris I, Roilides E, Walsh TJ. (2008) Isobolographic analysis of pharmacodynamic interactions between antifungal agents and ciprofloxacin against Candida albicans and Aspergillus fumigatus. Antimicrob Agents Chemother. 52(6):2196-204.",
Voriconazole,Caspofungin,15728937,http://www.ncbi.nlm.nih.gov/pubmed/ 15728937,"Cuenca-Estrella M, Gomez-Lopez A, Garcia-Effron G, Alcazar-Fuoli L, Mellado E, Buitrago MJ, Rodriguez-Tudela JL. (2005) Combined activity in vitro of caspofungin, amphotericin B, and azole agents against itraconazole-resistant clinical isolates of Aspergillus fumigatus. Antimicrob Agents Chemother. 49(3):1232-5.",
Voriconazole,Caspofungin,20194697,http://www.ncbi.nlm.nih.gov/pubmed/ 20194697,"Kiraz N, Dag I, Yamac M, Kiremitci A, Kasifoglu N, Oz Y. (2010) Synergistic activities of three triazoles with caspofungin against Candida glabrata isolates determined by time-kill, Etest, and disk diffusion methods. Antimicrob Agents Chemother. 54(5):2244-7.",
Voriconazole,Caspofungin,20202797,http://www.ncbi.nlm.nih.gov/pubmed/ 20202797,"Li H, Lu Q, Wan Z, Zhang J. (2010) In vitro combined activity of amphotericin B, caspofungin andagainst clinical isolates of Trichosporon asahii. Int J Antimicrob Agents. 35(6):550-2.",
Voriconazole,Ethambutol,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Voriconazole,Flucytosine,14506059,http://www.ncbi.nlm.nih.gov/pubmed/ 14506059,"Schwarz P, Dromer F, Lortholary O, Dannaoui E. (2003) In vitro interaction of flucytosine with conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrob Agents Chemother. 47(10):3361-4.",
Voriconazole,Itraconazole,15855543,http://www.ncbi.nlm.nih.gov/pubmed/ 15855543,"Garcia-Effron G, Mellado E, Gomez-Lopez A, Alcazar-Fuoli L, Cuenca-Estrella M, Rodriguez-Tudela JL. (2005) Differences in interactions between azole drugs related to modifications in the 14-alpha sterol demethylase gene (cyp51A) of Aspergillus fumigatus. Antimicrob Agents Chemother. 49(5):2119-21.",
Voriconazole,Lovastatin,16377673,http://www.ncbi.nlm.nih.gov/pubmed/ 16377673,"Chamilos G, Lewis RE, Kontoyiannis DP. (2006) Lovastatin has significant activity against zygomycetes and interacts synergistically with voriconazole. Antimicrob Agents Chemother. 50(1):96-103.",
Voriconazole,Micafungin,16304192,http://www.ncbi.nlm.nih.gov/pubmed/16304192,"Heyn K, Tredup A, Salvenmoser S, Mï¿½ï¿½ller FM. (2005) Effect ofcombined with micafungin against Candida, Aspergillus, and Scedosporium spp. and Fusarium solani. Antimicrob Agents Chemother. 49(12):5157-9.",
Voriconazole,Micafungin,15980382,http://www.ncbi.nlm.nih.gov/pubmed/ 15980382,"Serena C, Fernï¿½ï¿½ndez-Torres B, Pastor FJ, Trilles L, Lazï¿½ï¿½ra Mdos S, Nolard N, Guarro J. (2005) In vitro interactions of micafungin with other antifungal drugs against clinical isolates of four species of Cryptococcus. Antimicrob Agents Chemother. 49(7):2994-6.",
Voriconazole,Pyrazinamide,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Voriconazole,Terbinafine,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Voriconazole,Terbinafine,14761725,http://www.ncbi.nlm.nih.gov/pubmed/ 14761725,"Ortoneda M, Capilla J, Javier Pastor F, Pujol I, Guarro J. (2004) In vitro interactions of licensed and novel antifungal drugs against Fusarium spp. Diagn Microbiol Infect Dis. 48(1):69-71.",
Voriconazole,Terbinafine,12121963,http://www.ncbi.nlm.nih.gov/pubmed/ 12121963,"Dannaoui E, Afeltra J, Meis JF, Verweij PE; Eurofung Network. (2002) In vitro susceptibilities of zygomycetes to combinations of antimicrobial agents. Antimicrob Agents Chemother. 46(8):2708-11.",
Voriconazole,Terbinafine,18054469,http://www.ncbi.nlm.nih.gov/pubmed/ 18054469,"Cï¿½ï¿½rdoba S, Rodero L, Vivot W, Abrantes R, Davel G, Vitale RG.. (2008) In vitro interactions of antifungal agents against clinical isolates of Fusarium spp. Int J Antimicrob Agents. Feb;31(2):171-4.",
Voriconazole,Terbinafine,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Voriconazole,FK506,18056277,http://www.ncbi.nlm.nih.gov/pubmed/18056277,"Sun S., Li Y., Guo Q.J., Shi C.W., Yu J.L., Ma L. (2008) In vitro interactions between tacrolimus and Azoles against Candida albicans determined by different methods. Antimicrobial Agents and Chemotherapy 52:409-417. DOI: 10.1128/aac.01070-07.",
Voriconazole,Micafungin,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects of micafungin with fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Voriconazole,Terbinafine,111181393,http://www.ncbi.nlm.nih.gov/pubmed/11181393,"Weig M., Muller F.M.C. (2001) Synergism ofand terbinafine against Candida albicans isolates from human immunodeficiency virus-infected patients with oropharyngeal candidiasis. Antimicrobial Agents and Chemotherapy 45:966-968.",
Voriconazole,Cyclosporine A,18194958,http://www.ncbi.nlm.nih.gov/pubmed/18194958,"Li Y., Sun S.J., Guo Q.J., Ma L., Shi C.W., Su L.Q., Li H.J. (2008) In vitro interaction between azoles and cyclosporin A against clinical isolates of Candida albicans determined by the chequerboard method and time-kill curves. Journal of Antimicrobial Chemotherapy 61:577-585. DOI: 10.1093/jac/dkm493.",
Voriconazole,Flucytosine,14506059,http://www.ncbi.nlm.nih.gov/pubmed/14506059,"Schwarz P., Dromer F., Lortholary O., Dannaoui E. (2003) In vitro interaction of flucytosine with conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrobial Agents and Chemotherapy 47:3361-3364. DOI: 10.1128/aac.47.10.3361-3364.2003",
Voriconazole,Phenelzine,1,1,1,
Wortmannin,Fluconazole,17332758,http://www.ncbi.nlm.nih.gov/pubmed/17332758,"Jansen G., Lee A.Y., Epp E., Fredette A., Surprenant J., Harcus D., Scott M., Tan E., Nishimura T., Whiteway M., Hallett M., Thomas D.Y. (2009) Chemogenomic profiling predicts antifungal synergies. Molecular Systems Biology 5. DOI: 10.1038/msb.2009.95.",
